entry_time,exit_time,right,strike,entry_option,exit_option,pnl_dollar,pnl_pct,exit_reason,underlying,date
2026-03-04 14:20:00-05:00,2026-03-04 14:25:00-05:00,C,686.0,1.63,1.46,-18.37,-11.3,stop_loss,686.6,2026-03-04
2026-03-04 14:50:00-05:00,2026-03-04 14:55:00-05:00,C,687.0,1.13,1.02,-12.85,-11.4,stop_loss,686.81,2026-03-04
2026-03-04 15:00:00-05:00,2026-03-04 15:05:00-05:00,C,687.0,1.08,0.86,-23.3,-21.7,stop_loss,686.49,2026-03-04
2026-03-04 15:10:00-05:00,2026-03-04 15:20:00-05:00,P,685.0,0.49,0.62,11.55,23.7,profit_target,685.75,2026-03-04
2026-03-04 15:15:00-05:00,2026-03-04 15:25:00-05:00,P,686.0,0.97,0.83,-15.51,-16.1,stop_loss,686.23,2026-03-04
2026-03-04 15:30:00-05:00,2026-03-04 15:40:00-05:00,P,685.0,0.55,0.39,-17.87,-32.5,stop_loss,686.5,2026-03-04
2026-03-04 15:35:00-05:00,2026-03-04 15:40:00-05:00,P,686.0,0.87,0.72,-17.4,-20.0,stop_loss,686.5,2026-03-04
2026-03-04 15:45:00-05:00,2026-03-04 15:50:00-05:00,P,686.0,0.81,0.98,15.47,19.2,profit_target,685.98,2026-03-04
2026-03-04 15:55:00-05:00,2026-03-05 09:30:00-05:00,P,684.0,0.68,1.12,41.75,61.4,profit_target,684.13,2026-03-04
2026-03-05 09:35:00-05:00,2026-03-05 09:40:00-05:00,P,684.0,1.37,2.07,68.58,50.1,profit_target,682.69,2026-03-05
2026-03-05 09:45:00-05:00,2026-03-05 09:50:00-05:00,P,684.0,1.97,1.65,-34.02,-17.3,stop_loss,683.86,2026-03-05
2026-03-05 10:00:00-05:00,2026-03-05 10:05:00-05:00,P,683.0,1.38,1.72,32.02,23.2,profit_target,683.52,2026-03-05
2026-03-05 09:55:00-05:00,2026-03-05 11:55:00-05:00,C,687.0,1.16,1.15,-3.0,-2.6,max_hold_time,681.06,2026-03-05
2026-03-05 10:10:00-05:00,2026-03-05 12:10:00-05:00,C,686.0,1.43,1.42,-3.0,-2.1,max_hold_time,680.55,2026-03-05
2026-03-05 10:15:00-05:00,2026-03-05 12:15:00-05:00,C,685.0,1.45,1.44,-3.0,-2.1,max_hold_time,679.3,2026-03-05
2026-03-05 12:25:00-05:00,2026-03-05 12:30:00-05:00,P,678.0,2.01,2.58,55.32,27.5,profit_target,677.33,2026-03-05
2026-03-05 12:35:00-05:00,2026-03-05 12:40:00-05:00,P,678.0,2.33,2.61,26.42,11.4,profit_target,677.26,2026-03-05
2026-03-05 12:55:00-05:00,2026-03-05 13:00:00-05:00,P,677.0,2.48,2.15,-34.6,-14.0,stop_loss,677.09,2026-03-05
2026-03-05 13:05:00-05:00,2026-03-05 13:10:00-05:00,P,677.0,1.91,1.76,-16.69,-8.7,stop_loss,678.02,2026-03-05
2026-03-05 13:15:00-05:00,2026-03-05 13:20:00-05:00,P,676.0,2.24,2.03,-23.0,-10.3,stop_loss,676.93,2026-03-05
2026-03-05 13:25:00-05:00,2026-03-05 13:35:00-05:00,P,676.0,2.3,2.1,-21.74,-9.5,stop_loss,676.7,2026-03-05
2026-03-05 13:30:00-05:00,2026-03-05 13:35:00-05:00,C,678.0,1.79,1.92,11.84,6.6,profit_target,676.7,2026-03-05
2026-03-05 13:40:00-05:00,2026-03-05 13:45:00-05:00,C,678.0,2.38,1.88,-52.08,-21.9,stop_loss,676.91,2026-03-05
2026-03-05 13:50:00-05:00,2026-03-05 13:55:00-05:00,P,675.0,1.85,1.55,-31.56,-17.1,stop_loss,676.62,2026-03-05
2026-03-05 12:00:00-05:00,2026-03-05 14:00:00-05:00,C,684.0,1.32,1.31,-3.0,-2.3,max_hold_time,676.75,2026-03-05
2026-03-05 14:10:00-05:00,2026-03-05 14:20:00-05:00,C,678.0,1.86,1.67,-21.37,-11.5,stop_loss,677.21,2026-03-05
2026-03-05 14:15:00-05:00,2026-03-05 14:20:00-05:00,C,677.0,2.28,2.15,-15.41,-6.8,stop_loss,677.21,2026-03-05
2026-03-05 14:25:00-05:00,2026-03-05 14:30:00-05:00,P,677.0,2.08,2.5,39.23,18.8,profit_target,675.99,2026-03-05
2026-03-05 15:05:00-05:00,2026-03-05 15:10:00-05:00,C,678.0,1.84,2.17,31.54,17.2,profit_target,678.82,2026-03-05
2026-03-05 15:15:00-05:00,2026-03-05 15:20:00-05:00,C,679.0,1.79,2.08,26.91,15.0,profit_target,679.82,2026-03-05
2026-03-05 15:25:00-05:00,2026-03-05 15:30:00-05:00,C,679.0,1.77,1.97,18.63,10.5,profit_target,680.05,2026-03-05
2026-03-05 15:35:00-05:00,2026-03-05 15:45:00-05:00,C,679.0,1.96,2.28,30.37,15.5,profit_target,680.51,2026-03-05
2026-03-05 15:50:00-05:00,2026-03-06 11:20:00-05:00,C,681.0,1.65,1.67,0.63,0.4,max_hold_time,674.43,2026-03-05
2026-03-05 15:55:00-05:00,2026-03-06 11:25:00-05:00,C,680.0,2.3,2.29,-3.0,-1.3,max_hold_time,674.42,2026-03-05
2026-03-09 13:15:00-04:00,2026-03-09 13:20:00-04:00,P,670.0,2.36,2.94,55.93,23.7,profit_target,669.02,2026-03-09
2026-03-09 13:25:00-04:00,2026-03-09 13:30:00-04:00,P,669.0,2.4,2.31,-11.28,-4.7,stop_loss,668.81,2026-03-09
2026-03-09 13:45:00-04:00,2026-03-09 13:50:00-04:00,P,669.0,2.48,2.33,-16.83,-6.8,stop_loss,669.16,2026-03-09
2026-03-09 13:55:00-04:00,2026-03-09 14:00:00-04:00,P,668.0,2.07,1.85,-23.6,-11.4,stop_loss,669.06,2026-03-09
2026-03-09 14:10:00-04:00,2026-03-09 14:15:00-04:00,C,670.0,2.47,2.95,45.66,18.5,profit_target,670.21,2026-03-09
2026-03-09 14:20:00-04:00,2026-03-09 14:30:00-04:00,C,671.0,2.16,2.95,77.42,35.9,profit_target,671.06,2026-03-09
2026-03-09 14:35:00-04:00,2026-03-09 14:40:00-04:00,C,673.0,1.97,1.86,-13.86,-7.0,stop_loss,670.86,2026-03-09
2026-03-09 14:45:00-04:00,2026-03-09 14:55:00-04:00,C,672.0,2.32,1.89,-45.5,-19.6,stop_loss,670.08,2026-03-09
2026-03-09 15:05:00-04:00,2026-03-09 15:15:00-04:00,C,672.0,1.78,5.34,353.99,199.1,profit_target,673.41,2026-03-09
2026-03-09 15:10:00-04:00,2026-03-09 15:15:00-04:00,C,671.0,2.26,5.91,363.2,160.5,profit_target,673.41,2026-03-09
2026-03-10 11:30:00-04:00,2026-03-10 11:40:00-04:00,C,683.0,2.41,2.71,27.9,11.6,profit_target,681.49,2026-03-10
2026-03-10 12:50:00-04:00,2026-03-10 12:55:00-04:00,C,683.0,2.24,1.89,-36.62,-16.4,stop_loss,681.45,2026-03-10
2026-03-10 12:35:00-04:00,2026-03-10 13:10:00-04:00,C,684.0,1.76,1.58,-19.86,-11.3,stop_loss,681.81,2026-03-10
2026-03-10 13:00:00-04:00,2026-03-10 13:10:00-04:00,C,683.0,2.1,1.98,-13.93,-6.6,stop_loss,681.81,2026-03-10
2026-03-10 13:15:00-04:00,2026-03-10 13:25:00-04:00,C,685.0,1.66,1.87,18.63,11.2,profit_target,683.26,2026-03-10
2026-03-10 13:20:00-04:00,2026-03-10 13:25:00-04:00,C,683.0,2.48,2.8,29.86,12.0,profit_target,683.26,2026-03-10
2026-03-10 13:35:00-04:00,2026-03-10 13:40:00-04:00,P,680.0,2.28,2.12,-17.78,-7.8,stop_loss,681.29,2026-03-10
2026-03-10 13:45:00-04:00,2026-03-10 13:50:00-04:00,P,681.0,2.27,2.12,-17.28,-7.6,stop_loss,682.38,2026-03-10
2026-03-10 13:30:00-04:00,2026-03-10 14:00:00-04:00,C,684.0,2.17,2.07,-11.92,-5.5,stop_loss,682.05,2026-03-10
2026-03-10 13:55:00-04:00,2026-03-10 14:05:00-04:00,P,680.0,1.86,2.14,25.99,14.0,profit_target,681.46,2026-03-10
